Timestamp,Frequency (Hz),Amplitude (dB),Duration (ms),Velocity (m/s),Temperature (°C),Material Density (kg/m³),Crack Depth (mm),Crack Width (mm),Crack Length (mm),Label
0.0,1474.9080237694725,58.92558525603859,5.357993817425389,5929.651390815565,30.804018859210935,7870,1.8682040923334924,0.1308612643068112,0.731750987680021,0
0.10005002501250625,1590.1428612819832,58.70468198608,5.708148493949979,5834.477272421033,30.309245066196915,7870,1.6645604811570163,0.01600651395318733,0.8947838298241739,0
0.2001000500250125,1546.398788362281,68.59381870781556,5.640241394685239,5974.478912670963,21.436312979950365,7870,0.8807695625143003,0.0484659622907478,6.519737139229607,0
0.3001500750375187,1519.7316968394073,58.74319299774259,4.730849857040661,5922.623247813848,33.838586073587,7870,3.03633335050744,0.15473586929585015,4.869407132392483,0
0.400200100050025,1431.2037280884872,59.07924589192947,4.723874204612211,5831.440776711391,28.527083032352294,7870,2.3831208025431443,0.10573717073576394,7.904152503192102,1
0.5002501250625312,1431.1989040672406,66.39097393626946,4.90226155161737,5992.467611496241,25.455882817035263,7870,4.328504961620018,0.18559381235740896,9.162708373435315,0
0.6003001500750375,1411.61672243364,61.7460976367581,5.041612089511556,5903.673092667064,31.3480787524296,7870,0.16054790241029127,0.08575028166827087,3.883668776715475,0
0.7003501750875437,1573.235229154987,66.65065835432772,5.112683372112723,5814.579690374331,23.86048187602451,7870,3.2193396377756316,0.17396247316278463,5.964100265846462,0
0.80040020010005,1520.2230023486418,55.98049236346578,5.5195458252500185,5925.366580883014,30.402647555694806,7870,3.8147443925578055,0.08979108749564751,5.006966277953099,0
0.9004502251125562,1541.6145155592092,62.31356790510077,4.585020648248753,5850.639781402562,20.59566811358371,7870,3.797432845941535,0.19584965574039706,9.816106556424328,0
1.0005002501250624,1404.1168988591605,55.50420400274924,4.5520090563391,5960.7386903754605,32.591120564139075,7870,4.4303698354776255,0.19196687627977538,8.310844073565951,0
1.1005502751375686,1593.9819704323988,55.939798051830316,5.087865844415863,5963.564414713238,26.722562705319778,7870,3.6451687141474705,0.06582734111121606,9.117377082773535,0
1.200600300150075,1566.4885281600843,68.59656180016617,5.545745538206971,5995.789471170932,29.550393715369125,7870,4.639050308238481,0.17718473408336066,2.543400875776042,0
1.3006503251625812,1442.4678221356553,57.08868056676393,4.790153014434724,5900.373906204901,23.318567297100255,7870,1.6632829991044573,0.16952227484312987,7.7252642316259434,1
1.4007003501750874,1436.3649934414202,62.986310234128254,5.462256721884378,5890.991375945548,30.156105689876718,7870,2.5160470837577154,0.042136079465512566,2.6547322499764894,0
1.5007503751875937,1436.6809019706868,61.166434039010596,4.889742206910449,5950.695121089296,31.58360413839915,7870,0.07039831641445338,0.12485808015665395,2.087425334283899,0
1.6008004002001,1460.8484485919075,60.210149893882644,5.829129163220275,5826.494131268385,27.098197803265982,7870,0.034787936516456064,0.014536463117962972,9.442661596555508,1
1.7008504252126062,1504.9512863264476,68.4975001853091,5.843534916399925,5909.383102758625,29.265903860926915,7870,1.2006331022575996,0.16734214411669235,0.19304416717866646,1
1.8009004502251125,1486.3890037284232,55.32735095163234,4.945930806421989,5909.24952002617,26.844888857335977,7870,0.5040359856954263,0.03490917670069931,9.653887036634297,1
1.9009504752376187,1458.2458280396083,64.95684529263383,4.844990630944861,5817.894624562077,33.411370538867686,7870,1.301056839678768,0.014162940277152904,1.492618969888062,1
2.0010005002501248,1522.370578944476,69.45091651320325,5.1169559580993464,5883.596817101383,27.468037707714785,7870,0.885216472641987,0.08004381910776225,8.194380817932682,0
2.101050525262631,1427.8987721304084,63.40252275192763,4.860797377770223,5970.65695971344,32.62713063543228,7870,0.1426001241932412,0.1153844277199287,2.759225530681031,0
2.2011005502751373,1458.4289297070436,69.05233693049638,5.5085757649375555,5971.230724398932,32.020280874053725,7870,4.546520732030247,0.1709833917119542,3.507023274307274,0
2.3011505752876436,1473.2723686587383,55.78386818929036,5.739097026822428,5819.847532983937,26.15757232022535,7870,0.041115656944457624,0.1948485051043473,2.1675771132198496,0
2.40120060030015,1491.2139968434071,61.28189978611242,5.509638196366826,5818.1441765495665,23.451267377862127,7870,3.680410721685427,0.08789850251397274,5.855140424810797,1
2.501250625312656,1557.0351922786026,58.90236686443077,5.736525670874024,5852.539095400387,26.091231988396565,7870,0.7607394345975826,0.012089384597054043,3.4809554750787406,0
2.6013006503251623,1439.934756431672,65.96231447471095,5.095488243311211,5974.953212510799,32.3932606366283,7870,4.561148109998,0.14982311580517413,6.573930394946633,1
2.7013506753376686,1502.8468876827224,69.7194563574587,4.734475456063291,5825.780517014699,23.414488037290887,7870,4.463979697949429,0.1130346512447875,0.15647317942065975,1
2.801400700350175,1518.4829137724084,58.847950936663715,5.6069264210963885,5943.9993605254895,27.86654518786624,7870,3.269505731846287,0.08957826896889264,0.6437488351503962,0
2.901450725362681,1409.2900825439995,64.81261902211112,5.040711757712331,5820.2331239226205,32.09145121941121,7870,3.361170749003026,0.06185377575843794,0.9966115273124865,1
3.0015007503751874,1521.5089703802878,57.971464491396105,5.506906237843699,5924.627570749565,25.30216212692568,7870,0.026695709848442717,0.10047970556870714,4.189936853102311,0
3.1015507753876936,1434.1048247374583,63.479953818574145,4.905965912972649,5871.213459823829,29.63314455504046,7870,4.9243578305680105,0.06773592089140619,8.14796172659976,0
3.2016008004002,1413.0103185970559,61.95898730032504,4.621844452210009,5957.782792593173,23.68447361073222,7870,4.389163017879072,0.15140237354947206,8.881779103783828,1
3.301650825412706,1589.7771074506666,69.58007994447306,5.988872693231645,5846.738089765073,21.639191680522398,7870,4.47553112865046,0.10877873929852822,2.4481074006090076,0
3.4017008504252124,1593.126406614912,64.12790909044699,4.734302261895899,5927.840365877992,31.915763376392846,7870,3.2962226852543597,0.1753695548308224,5.74369724239014,1
3.5017508754377187,1561.6794696232923,60.24259558130228,5.982631490945222,5847.136506915177,21.484529351130604,7870,1.7239346432726825,0.10870878292988842,7.683649926926005,0
3.601800900450225,1460.922753834674,56.711436773319,5.965919898849671,5942.732056622431,24.07072092619377,7870,4.468243245452404,0.04765248266798601,2.8882942991960867,0
3.701850925462731,1419.5344228012768,57.26870243102402,5.69072715586206,5974.73560691215,32.8266413299616,7870,1.4575846407559618,0.1702183764464289,4.090077367362732,1
3.8019009504752375,1536.8466053024313,58.379753949268526,5.489134443122996,5825.360359825352,25.19703930618001,7870,2.8135577167110144,0.1114438089860088,5.239742026857139,0
3.9019509754877437,1488.0304987479203,58.76449992010447,5.3667105753766275,5973.319137719101,34.59568024271242,7870,0.498654861719412,0.04136820762871225,1.348748464080477,0
4.0020010005002495,1424.4076469689558,67.75924086761707,5.799152318066752,5918.71505088286,34.6960150216079,7870,4.609778150663751,0.12470156199124444,0.25982293725780314,0
4.102051025512756,1499.035382022254,63.41834182423787,4.934159282429232,5825.422098173405,24.02414030680335,7870,0.7038522888560667,0.0715433529884855,1.5280580931828325,1
4.202101050525262,1406.8777042230436,62.850863670615496,5.201521818727316,5885.508371071943,20.614673333748357,7870,1.1244840286520363,0.16888112245841316,6.268536212535334,0
4.302151075537768,1581.8640804157565,56.72153307803826,5.4290849540497526,5832.17205869702,30.575949263080688,7870,2.790670790641075,0.09065994772930858,0.7361826153368167,1
4.402201100550275,1451.7559963200033,67.90209540024152,5.116785713804236,5940.0695777733135,26.764797539725155,7870,3.8204650010649077,0.14528827162148336,1.896963648501283,0
4.502251125562781,1532.5044568707963,65.84221454812726,5.1412296811354015,5951.77362688359,21.511292659393643,7870,3.0967565296814947,0.019107241527247434,3.3785388569530372,0
4.602301150575287,1462.342215217882,56.015025428500024,4.995427001253127,5821.1593040545595,30.61284228467064,7870,1.1606695640007807,0.07920486926046924,0.7787006430636634,1
4.702351175587793,1504.013604235562,65.61752645844653,5.3463477250268046,5901.227970538929,20.46762363667882,7870,0.004715212637451671,0.19664828729447975,1.9169927116163443,0
4.8024012006003,1509.342055868656,63.15307326013969,5.775861792022674,5962.925011205183,33.05295035738363,7870,3.785752901537196,0.16169205789542967,9.112697889835111,0
4.902451225612806,1436.9708911051055,56.22588018620167,4.802292567009469,5987.232608310199,22.079787936699557,7870,4.926036629555469,0.03198816047338573,0.1929913222698476,1
5.002501250625312,1593.9169255529118,61.87450962292985,5.901649558130162,5902.703573348354,21.909678181200874,7870,4.049565601530452,0.05555280989545102,6.5343192417436216,1
5.102551275637818,1555.026564672223,62.27044430695071,5.533631480622344,5990.055844722281,22.635084469528767,7870,2.3010330907830765,0.06596316177127222,3.8440893091518493,0
5.202601300650325,1587.8997883128377,57.486618102449135,5.734909819020045,5907.137794091206,34.403995377380994,7870,4.518836306995533,0.13007311209908914,6.726487394323711,0
5.302651325662831,1578.96547008553,69.18547220500423,5.3342860389450175,5878.838098919981,30.39754040380769,7870,2.04923836559175,0.15139895189793112,5.886917203634045,1
5.402701350675337,1519.579995762217,67.74963057220992,5.669275052136095,5969.640625710579,32.02057303195455,7870,2.6246704212173375,0.14990532176158197,2.234987543546443,1
5.5027513756878434,1584.3748470046235,65.03533505993663,4.5243005960092,5898.596542091618,25.964524785991294,7870,2.385648836978416,0.10197481126128057,8.472094875733886,1
5.60280140070035,1417.698500410384,61.93443341500911,5.727570637169302,5894.380502112905,25.04469091257433,7870,2.2381193633276246,0.16216410756763025,4.919403826093567,0
5.702851425712856,1439.196572483829,61.176483123767625,4.56020828862805,5898.062497881966,23.51726010174755,7870,3.8759538464695287,0.08741561655149502,8.225360189134717,1
5.802901450725362,1409.0454577821076,64.76460200726432,5.834870064544294,5969.357000373949,27.209720424686132,7870,2.63384453634746,0.024776113059112384,4.060125361882192,0
5.9029514757378685,1465.0660661526529,63.18147804110358,5.987944120857965,5966.38830833761,28.277431003012527,7870,1.5835856101260803,0.11288836833076266,9.84685553915239,0
6.003001500750375,1477.7354579378964,55.934096588228286,4.941101193265167,5880.703998488042,29.47662265479133,7870,1.2907908382923916,0.19046027692022136,7.704893585012963,0
6.103051525762881,1454.2698063547791,62.68753973155498,4.81547783442869,5866.659971974105,23.85677755998042,7870,0.18873658483716693,0.15859873027850227,9.659502051125735,0
6.203101550775387,1565.7475018303858,67.09605425849259,5.648045045787061,5898.385604807826,34.22981121354486,7870,2.91597580941523,0.11574012953844848,5.1432647890985885,0
6.3031515757878935,1471.3506653387178,61.88859816395437,4.87953951138038,5914.554501947422,22.546377473107036,7870,1.1498070770051712,0.1293611320698194,4.736911322907005,0
6.4032016008004,1456.1869019374763,55.779348663314025,5.798343574758305,5847.667442125599,34.484797621496185,7870,0.7406696100819155,0.18611240540711455,7.554538093252578,0
6.503251625812906,1508.5392166316497,66.7941729907605,4.6542638882362155,5958.791016943118,20.222841837612556,7870,3.2691498191383883,0.0856685588869921,8.802912630134301,0
6.603301650825412,1428.1848449949525,58.02045673203962,4.6889327945690376,5897.296553146484,27.216885377252684,7870,3.4060462891077443,0.06627882778852748,9.64145795865558,0
6.703351675837919,1560.4393961508079,58.87931252332058,5.968727332650923,5866.809109683992,25.000517571748443,7870,3.76077446128833,0.1954483130000898,3.2455190603249973,0
6.803401700850425,1414.9101287359542,57.47059530148444,5.510758347405007,5821.364198592798,26.736851208953762,7870,2.5178844816929575,0.1726886267020667,7.9870457384263895,0
6.903451725862931,1597.3773873201035,59.95322597307246,5.77033083664343,5847.769032080721,28.559968684711833,7870,4.4702730260194325,0.06460871692372049,2.1064559763553667,0
7.003501750875437,1554.4489538593316,66.35127258532953,4.986494066027277,5989.856234351197,26.533837370190636,7870,4.681713766991139,0.09275611947218457,5.455743467454452,0
7.103551775887944,1439.7431363068345,62.79078789255906,5.514725624280906,5861.019937363905,26.222702754523922,7870,4.036854698962447,0.08301562580155981,1.7984814840919916,0
7.20360180090045,1401.1044234247204,58.07321911226069,5.3913627409628955,5833.7718578734075,30.9908512311996,7870,3.177967410040936,0.029819135734286784,3.473973617503389,1
7.303651825912956,1563.092285690967,68.16745117228061,5.40472518018442,5892.1345583309985,30.28814412629697,7870,1.5186047679559433,0.19156386476265183,9.313583672064592,1
7.403701850925462,1541.3714687695235,68.19372782427294,5.523798689306583,5861.41754867205,32.499069230537714,7870,4.914724608101106,0.08086248624395176,1.4609069977308609,1
7.503751875937969,1545.8014336081974,68.0586763756901,5.363038759693648,5807.031850054239,23.749384718592434,7870,1.3706808359596918,0.1750658165275816,6.324008951351965,0
7.603801900950475,1554.254069337189,58.581943170723086,5.143593553953999,5864.629043455883,29.14292764631095,7870,1.0132846099521553,0.03787124553613302,5.929542729274033,0
7.703851925962981,1414.808930346818,61.76859016271482,4.91388404157082,5908.821724787894,28.777921780892807,7870,2.210770568932914,0.10957416212744396,1.2073835270898647,0
7.8039019509754874,1471.6931457088544,69.77484484211313,5.652871996369803,5910.342474403993,25.54606716309033,7870,0.2842028535619423,0.004792277024853964,3.2597904376881215,1
7.903951975987994,1423.173811905026,66.58018714464986,4.839408645004779,5871.311784235378,27.290863128540213,7870,4.8924723233589535,0.15284409676846172,5.629815045152657,0
8.004002001000499,1572.6206851751188,55.4075113183834,5.5385314592316215,5889.46055125052,24.706732149585932,7870,2.942167782082124,0.11618277964925568,1.8717860898849026,0
8.104052026013006,1524.6596253655116,55.97806886890738,4.84999923397399,5993.103583646954,22.127665964254778,7870,2.7847604583208763,0.12511791669395053,8.006236564128153,0
8.204102051025512,1466.17960497053,61.95897065218499,5.437995254931681,5875.469695446062,23.207018159940993,7870,3.2789813994985995,0.010344176510930692,9.721565095347499,0
8.304152076038019,1412.7116700572046,68.6383030879234,5.620617400693543,5851.645362651997,21.582704696018016,7870,2.485118238886033,0.04220766604172308,2.1475939996247204,1
8.404202101050524,1462.1964643431324,63.080526969290716,4.828070833359809,5848.693408813352,30.24604362785186,7870,0.1603175854727079,0.014866174470716031,1.8691196479057592,1
8.504252126063031,1465.0366644053495,62.46718762051435,4.589914951291963,5891.552922540827,29.910910896637272,7870,3.061556444201984,0.05778286316076236,4.549350717974447,1
8.604302151075537,1545.9212356676128,56.58210549934946,4.6964606144912615,5951.9040297433885,34.25909557369809,7870,3.580869384782153,0.12548780153643022,7.477652771400321,0
8.704352176088044,1527.5114942710427,64.8517015708644,5.408995450906538,5841.1976368376945,30.94517620470862,7870,2.0837453031202657,0.11323719686347505,2.816006102352514,1
8.80440220110055,1577.4425485152653,67.33154740900338,5.774169609338603,5941.859225428154,20.780687581341972,7870,3.786477860355965,0.12242996432267805,0.19879908697280402,0
8.904452226113056,1494.44298503239,60.706300112613434,4.567495231853137,5804.229964669883,33.263677608934316,7870,1.1350064966921032,0.10985025427557887,5.41220628032894,1
9.004502251125562,1423.9188491876603,66.6341777638799,5.601226888562469,5883.786595596789,32.94012744418589,7870,1.1063829553309201,0.05460575913517188,9.566005677673076,0
9.104552276138069,1542.648957444599,69.46714980851218,5.011977968925078,5955.173013040558,26.649804811590478,7870,0.8070849384378698,0.04890149946888505,3.912768554069456,0
9.204602301150574,1552.1570097233794,58.05649688691533,5.217792554879284,5867.746591154886,28.787945757918823,7870,1.8599737989458092,0.027411936707316256,4.201345541831004,0
9.304652326163081,1512.2554395138993,62.84994446792112,5.893289324768348,5912.74742028908,34.64117498708778,7870,4.235060176945417,0.16981417498069842,9.68901717114038,0
9.404702351175587,1554.1934359909121,59.30706937126863,4.997957257103768,5840.995846565183,27.984565457722493,7870,4.139560310745321,0.1232958717082489,6.9460761162672835,1
9.504752376188094,1498.7591192728783,66.89281628550759,5.19800540090923,5948.399078225235,33.57982742564135,7870,1.914121039817519,0.037302202500811954,7.191719228421252,1
9.6048024012006,1504.5465658763987,63.663900488217365,4.520523622141022,5810.455820653752,21.245581367152795,7870,2.945593679901183,0.03544187596424791,5.627020053710677,0
9.704852426213106,1485.50820367171,64.51873626325455,4.622398080007257,5970.5085289751005,22.865778030630242,7870,3.604081582374578,0.17460712030522735,9.746092108632416,0
9.804902451225612,1405.0838253488191,66.96871239423841,4.887887386702176,5839.639277284334,26.61132415161977,7870,1.206033873140115,0.14854617275266388,6.888664844255561,0
9.904952476238119,1421.578285398661,60.93955708993683,4.541778361231612,5974.879606341666,28.771352125059572,7870,0.8407054294737354,0.1318798159810743,8.950327516051695,1
10.005002501250624,1406.2858371373468,68.72635102610565,5.447062989072377,5870.505848260103,32.243417777942,7870,4.860479966061555,0.08137282150785996,6.993788657332212,0
10.105052526263131,1527.282082252756,62.9954330086921,5.139597535202434,5944.536714894897,34.8239317271478,7870,3.0877865660480923,0.05239511285570351,7.3511582484039595,0
10.205102551275637,1462.8711962152654,57.36932234253022,5.322217804092033,5863.845059557238,25.832772447111747,7870,4.90707860916832,0.19589015262256476,2.9041092214224653,0
10.305152576288144,1501.7141382329405,65.43848677253203,4.7619707788444945,5981.18233424693,20.711234542101273,7870,1.6887799356611455,0.15944791500456004,3.0347869801381897,0
10.40520260130065,1581.5132947852185,66.89892025657382,4.943898044154924,5825.327425103675,32.01757254942987,7870,3.5151584998706573,0.060355844627255295,7.829846495760292,1
10.505252626313156,1449.858445829775,59.7514251560129,5.495736712279088,5835.70395785452,29.06571078624212,7870,1.1130181827061887,0.16951295925569895,2.967062891698996,0
10.605302651325662,1482.076584607126,67.85768885498129,5.9479540854456,5898.6060250317605,22.978142883023025,7870,1.3060008563695646,0.15178638972293632,5.6277007080153165,0
10.705352676338169,1551.1102277086097,68.59214882148649,4.575625160403314,5816.387687807629,27.422426849321305,7870,2.5595106063481197,0.05941610997559968,2.4935231090670196,1
10.805402701350674,1445.7596330983245,59.153567310667135,5.835576481282899,5839.196036940352,31.134653683005865,7870,1.5980906275403561,0.08531057084832794,8.169833808090694,0
10.905452726363182,1415.3959819657587,69.75282209072833,5.365321801966813,5988.753276442403,31.556176806029654,7870,0.8381078192029223,0.03719068907820533,1.1050135122769,0
11.005502751375687,1457.9502905827535,57.110672920731375,5.345879350133435,5995.297932229578,27.49427617998143,7870,1.31440350994663,0.02221048887562187,8.294466397616645,0
11.105552776388194,1432.244257450801,58.030235026037346,5.250417802811641,5875.251865866085,24.578217951932885,7870,0.1787419723293232,0.14455240656793936,6.027298005076018,0
11.2056028014007,1585.9395304685147,57.76337258857039,4.604091128856275,5984.657204202787,34.6061387305774,7870,3.522118107387433,0.05350237147077333,1.8690953482707728,0
11.305652826413207,1561.6240759128834,68.40984565011806,4.634815277604241,5908.964935134686,29.950439164347394,7870,2.460583285429308,0.16401187314925073,5.420353855061181,1
11.405702851425712,1526.6807513020847,64.81438828487443,5.401368008488629,5853.948493174754,26.12356279019448,7870,0.4712153320226281,0.19912174230288524,2.8249883684734045,1
11.505752876438219,1574.2921180375436,57.28156424833409,5.011437857153338,5940.47974421612,24.206948363069785,7870,0.858469965642456,0.015323962785929734,3.234673347304966,1
11.605802901450724,1560.7344153798228,61.604851275525235,5.875902099866521,5931.780361314972,30.966544745053433,7870,0.5126726905632201,0.09460702501674007,3.515280415968803,1
11.705852926463232,1437.3140117772073,64.22947037604703,5.109885806039208,5997.825063821747,23.632751683906516,7870,3.0629640413793826,0.16041251186216063,0.6331924697232094,0
11.805902951475737,1578.5117996979955,56.25196127484075,4.714922188053961,5853.009457481857,22.575649834605322,7870,0.471051818062469,0.1577901793082467,9.859616844014173,0
11.905952976488244,1507.86844838313,68.23624552611008,5.572078250253054,5934.411900532347,27.947508334431056,7870,3.7714116651760805,0.1519994316661937,0.31534628131224096,0
12.00600300150075,1561.4880310328126,67.05405303162303,4.940030132161515,5810.404751005889,24.349810889662127,7870,0.10255459660195587,0.06979898706038219,6.624968731842785,1
12.106053026513257,1579.2182599846988,62.57810160364957,5.28820546103384,5822.729207739344,29.433577173854225,7870,1.2468789399794606,0.09077065113701047,3.7122764775743056,0
12.206103051525762,1463.6006949943728,69.50689922888756,5.546749178257755,5800.783674990219,21.769080123113504,7870,4.453333379459536,0.11899367146829405,6.46010290946699,0
12.30615307653827,1422.0103849055354,61.26641468912649,5.8503961668031055,5999.8921362119345,29.824116568509822,7870,3.59265659061123,0.19478811671465146,3.5624825308758377,0
12.406203101550775,1445.5870325083883,69.76165478554746,5.688286792202514,5960.454739429496,24.249447919965533,7870,0.3648416646284386,0.06550945418769859,6.737506462588588,0
12.506253126563282,1485.4215577252512,65.0187999820544,5.514541601809086,5957.344602946709,20.00364401651769,7870,4.105630522425899,0.18462877754337156,7.292355094683608,0
12.606303151575787,1563.6029531844986,64.52006909880912,5.519449773592715,5901.945215057636,21.904040865112645,7870,2.465175607701024,0.05387138363609883,6.905526403996448,1
12.706353176588294,1572.1461166512686,57.48932342943677,5.91888696604813,5860.013416581088,34.004230667526414,7870,4.233915135844146,0.19781489309474093,1.1396198135815228,0
12.8064032016008,1401.3904261062382,68.22891637456966,4.943736146244804,5830.252856892535,33.01031958673037,7870,3.003698872251967,0.13405273736551834,6.5689323465468465,1
12.906453226613305,1502.149460515513,61.41234531880923,4.501668141294281,5856.934947769293,23.504135480543553,7870,3.4091651601642936,0.0927022960717102,2.799875494540973,0
13.006503251625812,1483.4822006297559,57.43350108673719,4.907931839097298,5875.194244385828,31.675578568182367,7870,4.967507801978541,0.12267808561272098,0.2880137056933352,1
13.106553276638317,1444.421562094146,55.18911279963638,4.826837069440116,5951.262019396059,29.128573897609613,7870,1.1616777296200909,0.054506233808041364,4.14830671888954,1
13.206603301650825,1423.9730734667367,63.39633525457574,5.492751877670997,5907.932357780631,34.56357067174804,7870,3.1197278738069416,0.05483477150229332,4.335431028038011,1
13.30665332666333,1467.5230342807256,62.91099433184014,5.4505673996482935,5815.496725311096,25.604084893010885,7870,2.301606950286992,0.02271090876869877,4.671741333524465,0
13.406703351675837,1588.5819407825038,65.79030433553737,5.390192074057086,5803.605801791782,30.221909187757568,7870,0.19725976461345718,0.022810059541079755,7.048241653907162,0
